motif,symbol,source
"사슴, 꽃, 딱따구리",장식,label_json_mining
"딱따구리, 국화, 단풍나무, 서안, 화분, 사슴, 두루마리, 붓",장식,label_json_mining
"딱따구리, 국화, 단풍나무, 서안, 화분, 사슴, 두루마리, 붓",혼성,label_json_mining
"붕어, 괴석, 부엉이/올빼미",장식,label_json_mining
"붕어, 괴석, 부엉이/올빼미",혼성,label_json_mining
"달토끼, 모란, 닭, 절",장식,label_json_mining
"달토끼, 모란, 닭, 절",혼성,label_json_mining
"모란, 쏘가리, 새우, 괴석",동식물,label_json_mining
"모란, 쏘가리, 새우, 괴석",장식,label_json_mining
"매화, 나비, 메기, 새",동식물,label_json_mining
"매화, 나비, 메기, 새",장식,label_json_mining
"문자, 해태, 제비, 나비, 괴석, 기린, ""태극,팔괘문양""",장식,label_json_mining
"문자, 해태, 제비, 나비, 괴석, 기린, ""태극,팔괘문양""",행사,label_json_mining
"문자, 해태, 제비, 나비, 괴석, 기린, ""태극,팔괘문양""",혼성,label_json_mining
"책갑, 불수감, 기린",장식,label_json_mining
"책갑, 불수감, 기린",혼성,label_json_mining
"연꽃, 연밥, 제비, 잉어",동식물,label_json_mining
"연꽃, 연밥, 제비, 잉어",장식,label_json_mining
"연꽃, 연밥, 제비, 잉어",행사,label_json_mining
"쏘가리, 학, 사슴, 달",장식,label_json_mining
"쏘가리, 학, 사슴, 달",혼성,label_json_mining
"관념산수, 잉어",장식,label_json_mining
"관념산수, 잉어",혼성,label_json_mining
"삽살개, 모란, 팔가조, 참새",동식물,label_json_mining
"삽살개, 모란, 팔가조, 참새",장식,label_json_mining
"연꽃, 연밥, 오리, 숭어",동식물,label_json_mining
"연꽃, 연밥, 오리, 숭어",장식,label_json_mining
"연꽃, 연밥, 오리, 숭어",행사,label_json_mining
"모란, 사슴, 새",장식,label_json_mining
"모란, 사슴, 새",혼성,label_json_mining
"가옥, 매화, 금계",동식물,label_json_mining
"가옥, 매화, 금계",장식,label_json_mining
"가옥, 매화, 금계",행사,label_json_mining
"백로, 연꽃, 물고기, 물총새",동식물,label_json_mining
"백로, 연꽃, 물고기, 물총새",장식,label_json_mining
"백로, 연꽃, 물고기, 물총새",행사,label_json_mining
"소상팔경, 가옥, 소나무, 기러기, 꽃",장식,label_json_mining
"소상팔경, 가옥, 소나무, 기러기, 꽃",혼성,label_json_mining
"관념산수, 장미, 참새, 갈대, 게, 괴석",장식,label_json_mining
"관념산수, 장미, 참새, 갈대, 게, 괴석",혼성,label_json_mining
"매화, 금계, 나비, 붓, 두루마리, 서안, 해당화, 화분",장식,label_json_mining
"매화, 금계, 나비, 붓, 두루마리, 서안, 해당화, 화분",혼성,label_json_mining
"백로, 가옥, 조개, 새우, 나룻배, 시의산수",장식,label_json_mining
"백로, 가옥, 조개, 새우, 나룻배, 시의산수",혼성,label_json_mining
"토끼, 모란",동식물,label_json_mining
"토끼, 모란",장식,label_json_mining
"관동팔경, 나룻배, 연꽃, 물고기, 괴석동물",장식,label_json_mining
"관동팔경, 나룻배, 연꽃, 물고기, 괴석동물",풍경,label_json_mining
"석류, 조개, 병어, 새, 목련",동식물,label_json_mining
"석류, 조개, 병어, 새, 목련",장식,label_json_mining
"백로, 쏘가리, 복사꽃",장식,label_json_mining
"백로, 쏘가리, 복사꽃",혼성,label_json_mining
"관념산수, 꽃",장식,label_json_mining
"관념산수, 꽃",행사,label_json_mining
"관념산수, 꽃",혼성,label_json_mining
"관념산수, 메기",장식,label_json_mining
"관념산수, 메기",혼성,label_json_mining
"다람쥐, 나비, 국화, 사슴, 불로초, 거북, 대나무, 벚꽃",장식,label_json_mining
"다람쥐, 나비, 국화, 사슴, 불로초, 거북, 대나무, 벚꽃",행사,label_json_mining
"다람쥐, 나비, 국화, 사슴, 불로초, 거북, 대나무, 벚꽃",혼성,label_json_mining
"참새, 복사꽃, 복어",동식물,label_json_mining
"참새, 복사꽃, 복어",장식,label_json_mining
"가옥, 파초, 봉황",동식물,label_json_mining
"가옥, 파초, 봉황",장식,label_json_mining
"가옥, 파초, 봉황",행사,label_json_mining
"어변성룡, 나비, 국화, 대나무",장식,label_json_mining
"어변성룡, 나비, 국화, 대나무",혼성,label_json_mining
"문자, 산사나무, 모란, 딱따구리, 꿩, 괴석",장식,label_json_mining
"문자, 산사나무, 모란, 딱따구리, 꿩, 괴석",행사,label_json_mining
"문자, 산사나무, 모란, 딱따구리, 꿩, 괴석",혼성,label_json_mining
"모란, 보병, 참새",장식,label_json_mining
"모란, 보병, 참새",혼성,label_json_mining
"학, 소나무, 사슴, 불로초, 괴석",동식물,label_json_mining
"학, 소나무, 사슴, 불로초, 괴석",장식,label_json_mining
"학, 소나무, 사슴, 불로초, 괴석",행사,label_json_mining
"금계, 두루마리, 서안, 불수감, 나비, 화분, 붓",장식,label_json_mining
"금계, 두루마리, 서안, 불수감, 나비, 화분, 붓",혼성,label_json_mining
"괴석, 벌, 해당화, 복사꽃, 비둘기",동식물,label_json_mining
"괴석, 벌, 해당화, 복사꽃, 비둘기",장식,label_json_mining
"나비, 모란, 당나귀, 가옥",장식,label_json_mining
"나비, 모란, 당나귀, 가옥",혼성,label_json_mining
"관념산수, 난초",장식,label_json_mining
"관념산수, 난초",행사,label_json_mining
"관념산수, 난초",혼성,label_json_mining
"괴석, 모란, 나비",동식물,label_json_mining
"괴석, 모란, 나비",장식,label_json_mining
"복, 매화, 새",장식,label_json_mining
"복, 매화, 새",혼성,label_json_mining
"매화, 사슴, 새, 해",동식물,label_json_mining
"매화, 사슴, 새, 해",장식,label_json_mining
"매화, 사슴, 새, 해",행사,label_json_mining
"모란, 나비, 석류, 새",동식물,label_json_mining
"모란, 나비, 석류, 새",장식,label_json_mining
"모란, 나비, 석류, 새",행사,label_json_mining
"관념산수, 파초",장식,label_json_mining
"관념산수, 파초",행사,label_json_mining
"관념산수, 파초",혼성,label_json_mining
"문자, 매화, 까치, 모란, 대나무, ""태극,팔괘문양"", 나비",장식,label_json_mining
"문자, 매화, 까치, 모란, 대나무, ""태극,팔괘문양"", 나비",행사,label_json_mining
"문자, 매화, 까치, 모란, 대나무, ""태극,팔괘문양"", 나비",혼성,label_json_mining
"까치, 포도, 원숭이, 국화, 괴석, 호랑이, 대나무, 모란, 단풍나무",장식,label_json_mining
"까치, 포도, 원숭이, 국화, 괴석, 호랑이, 대나무, 모란, 단풍나무",행사,label_json_mining
"까치, 포도, 원숭이, 국화, 괴석, 호랑이, 대나무, 모란, 단풍나무",혼성,label_json_mining
"진달래, 새, 물고기",동식물,label_json_mining
"진달래, 새, 물고기",장식,label_json_mining
"석류, 새, 관념산수, 메기, 개구리, 나리, 메뚜기",장식,label_json_mining
"석류, 새, 관념산수, 메기, 개구리, 나리, 메뚜기",혼성,label_json_mining
"학, 자라, 피라미, 새우, 가옥, 관념산수",장식,label_json_mining
"학, 자라, 피라미, 새우, 가옥, 관념산수",혼성,label_json_mining
"관동팔경, 기암괴석, 나룻배, 거북",장식,label_json_mining
"관동팔경, 기암괴석, 나룻배, 거북",풍경,label_json_mining
"매화, 쏘가리, 소라, 금계",동식물,label_json_mining
"매화, 쏘가리, 소라, 금계",장식,label_json_mining
"난초, 시의산수, 기암괴석, 사각정자, 폭포",장식,label_json_mining
"난초, 시의산수, 기암괴석, 사각정자, 폭포",혼성,label_json_mining
HS,풍속,label_json_mining
"소, 모란, 동자",장식,label_json_mining
"소, 모란, 동자",풍속,label_json_mining
혼성도,풍속,label_json_mining
"관념산수, 오리, 패랭이, 나비, 새우, 조개, 달팽이",장식,label_json_mining
"관념산수, 오리, 패랭이, 나비, 새우, 조개, 달팽이",혼성,label_json_mining
"복숭아, 불로초, 제비, 사슴, 모란",동식물,label_json_mining
"복숭아, 불로초, 제비, 사슴, 모란",장식,label_json_mining
"복숭아, 불로초, 제비, 사슴, 모란",행사,label_json_mining
"소상팔경, 가옥, 매화, 소나무, 나룻배, 쏘가리, 잉어",장식,label_json_mining
"소상팔경, 가옥, 매화, 소나무, 나룻배, 쏘가리, 잉어",혼성,label_json_mining
"연꽃, 게, 새우, 제비",동식물,label_json_mining
"연꽃, 게, 새우, 제비",장식,label_json_mining
"연꽃, 게, 새우, 제비",행사,label_json_mining
"모란, 나비, 새, 꽃",동식물,label_json_mining
"모란, 나비, 새, 꽃",장식,label_json_mining
"모란, 나비, 새, 꽃",행사,label_json_mining
"관념산수, 물고기",동식물,label_json_mining
"관념산수, 물고기",장식,label_json_mining
"연꽃, 잉어, 연밥",동식물,label_json_mining
"연꽃, 잉어, 연밥",장식,label_json_mining
"모란, 보병",장식,label_json_mining
"모란, 보병",혼성,label_json_mining
"두꺼비, 모란, 괴석, 백두조",동식물,label_json_mining
"두꺼비, 모란, 괴석, 백두조",장식,label_json_mining
IM,장식,label_json_mining
IM,풍속,label_json_mining
경직도,장식,label_json_mining
경직도,풍속,label_json_mining
인물화,장식,label_json_mining
인물화,풍속,label_json_mining
사대부,풍속,label_json_mining
IM,그림,label_json_mining
경직도,그림,label_json_mining
인물화,그림,label_json_mining
"관념산수, 사슴, 동자",장식,label_json_mining
"관념산수, 사슴, 동자",풍속,label_json_mining
IM,인물,label_json_mining
"백동자, 구름, 가옥, 수양버들, 양",인물,label_json_mining
"백동자, 구름, 가옥, 수양버들, 양",장식,label_json_mining
인물화,인물,label_json_mining
IM,교육,label_json_mining
IM,행사,label_json_mining
"소, 은일처사, 가옥, 구름",교육,label_json_mining
"소, 은일처사, 가옥, 구름",행사,label_json_mining
"소, 은일처사, 가옥, 구름",인물,label_json_mining
인물화,교육,label_json_mining
인물화,행사,label_json_mining
IM,종교,label_json_mining
"관념산수, 무속신",장식,label_json_mining
"관념산수, 무속신",행사,label_json_mining
"관념산수, 무속신",종교,label_json_mining
인물화,종교,label_json_mining
"고승, 관념산수, 동자, 산사나무",장식,label_json_mining
"고승, 관념산수, 동자, 산사나무",풍속,label_json_mining
"가옥, 백동자, 연꽃, 수양버들, 괴석",인물,label_json_mining
"가옥, 백동자, 연꽃, 수양버들, 괴석",장식,label_json_mining
"소, 은일처사, 소나무",교육,label_json_mining
"소, 은일처사, 소나무",행사,label_json_mining
"소, 은일처사, 소나무",인물,label_json_mining
"매화, 개, 새",장식,label_json_mining
"매화, 개, 새",풍속,label_json_mining
"기암괴석, 수양버들, 다리",인물,label_json_mining
"기암괴석, 수양버들, 다리",행사,label_json_mining
"효자, 괴석, 가옥",장식,label_json_mining
"효자, 괴석, 가옥",풍속,label_json_mining
IM,혼성,label_json_mining
"구름, 학타는신선, 학, 까치, 잉어, 모란, 나룻배",장식,label_json_mining
"구름, 학타는신선, 학, 까치, 잉어, 모란, 나룻배",혼성,label_json_mining
인물화,혼성,label_json_mining
"고승, 관념산수, 동자",장식,label_json_mining
"고승, 관념산수, 동자",풍속,label_json_mining
"고승, 관념산수, 산사나무, 매화, 동자",장식,label_json_mining
"고승, 관념산수, 산사나무, 매화, 동자",풍속,label_json_mining
"시인, 모란, 국화, 동자, 괴석",장식,label_json_mining
"시인, 모란, 국화, 동자, 괴석",혼성,label_json_mining
"기암괴석, 해, 소나무, 상산사호",인물,label_json_mining
"기암괴석, 해, 소나무, 상산사호",행사,label_json_mining
호렵,풍속,label_json_mining
"시인, 붓, 벼루, 기암괴석",교육,label_json_mining
"시인, 붓, 벼루, 기암괴석",행사,label_json_mining
"시인, 붓, 벼루, 기암괴석",인물,label_json_mining
"고승, 관념산수",장식,label_json_mining
"고승, 관념산수",풍속,label_json_mining
"가옥, 백동자, 개, 괴석",인물,label_json_mining
"가옥, 백동자, 개, 괴석",장식,label_json_mining
"매화, 다리, 당나귀, 학자, 동자, 해",교육,label_json_mining
"매화, 다리, 당나귀, 학자, 동자, 해",행사,label_json_mining
"매화, 다리, 당나귀, 학자, 동자, 해",인물,label_json_mining
"관념산수, 말",장식,label_json_mining
"관념산수, 말",풍속,label_json_mining
"백동자, 구름, 가옥, 수양버들",인물,label_json_mining
"백동자, 구름, 가옥, 수양버들",장식,label_json_mining
"사대부, 다리",장식,label_json_mining
"사대부, 다리",풍속,label_json_mining
"매화, 다리, 당나귀, 시인, 동자, 기암괴석",교육,label_json_mining
"매화, 다리, 당나귀, 시인, 동자, 기암괴석",행사,label_json_mining
"매화, 다리, 당나귀, 시인, 동자, 기암괴석",인물,label_json_mining
"학자, 소, 동자, 가옥, 소나무, 기암괴석",교육,label_json_mining
"학자, 소, 동자, 가옥, 소나무, 기암괴석",행사,label_json_mining
"학자, 소, 동자, 가옥, 소나무, 기암괴석",인물,label_json_mining
"학자, 수양버들, 다리",인물,label_json_mining
"학자, 수양버들, 다리",장식,label_json_mining
"호렵, 매, 꿩",장식,label_json_mining
"호렵, 매, 꿩",풍속,label_json_mining
"삼국지, 소나무, 가옥",인물,label_json_mining
"삼국지, 소나무, 가옥",장식,label_json_mining
"효자, 괴석, 구름, 가옥",교육,label_json_mining
"효자, 괴석, 구름, 가옥",장식,label_json_mining
"효자, 괴석, 구름, 가옥",풍속,label_json_mining
"영산홍, 나비, 은일처사, 소",장식,label_json_mining
"영산홍, 나비, 은일처사, 소",혼성,label_json_mining
"충신, 불로초, 기암괴석",교육,label_json_mining
"충신, 불로초, 기암괴석",행사,label_json_mining
"충신, 불로초, 기암괴석",인물,label_json_mining
"효자, 파초, 가옥, 괴석, 동자",교육,label_json_mining
"효자, 파초, 가옥, 괴석, 동자",장식,label_json_mining
"효자, 파초, 가옥, 괴석, 동자",풍속,label_json_mining
"호렵, 사슴",장식,label_json_mining
"호렵, 사슴",풍속,label_json_mining
"호렵, 호랑이",장식,label_json_mining
"호렵, 호랑이",풍속,label_json_mining
"호렵, 호랑이",인물,label_json_mining
"관념산수, 이태백, 대나무, 연꽃, 나비",장식,label_json_mining
"관념산수, 이태백, 대나무, 연꽃, 나비",풍속,label_json_mining
"백동자, 구름, 가옥, 잠자리",인물,label_json_mining
"백동자, 구름, 가옥, 잠자리",장식,label_json_mining
"소나무, 수양버들, 은일처사, 백로, 구름",교육,label_json_mining
"소나무, 수양버들, 은일처사, 백로, 구름",행사,label_json_mining
"소나무, 수양버들, 은일처사, 백로, 구름",인물,label_json_mining
"고승, 관념산수, 거문고, 수양버들",장식,label_json_mining
"고승, 관념산수, 거문고, 수양버들",풍속,label_json_mining
"가옥, 백동자, 괴석, 수양버들, 매화",인물,label_json_mining
"가옥, 백동자, 괴석, 수양버들, 매화",장식,label_json_mining
"백동자, 가옥, 파초",인물,label_json_mining
"백동자, 가옥, 파초",장식,label_json_mining
"학, 매화, 학자, 불로초, 거문고",교육,label_json_mining
"학, 매화, 학자, 불로초, 거문고",행사,label_json_mining
"학, 매화, 학자, 불로초, 거문고",인물,label_json_mining
"관념산수, 모란, 나비, 동자",장식,label_json_mining
"관념산수, 모란, 나비, 동자",풍속,label_json_mining
"백동자, 구름, 가옥, 매화",인물,label_json_mining
"백동자, 구름, 가옥, 매화",장식,label_json_mining
"호렵, 곰, 멧돼지",장식,label_json_mining
"호렵, 곰, 멧돼지",풍속,label_json_mining
"효자, 방구부채, 오동나무, 괴석",교육,label_json_mining
"효자, 방구부채, 오동나무, 괴석",장식,label_json_mining
"효자, 방구부채, 오동나무, 괴석",풍속,label_json_mining
"상산사호, 동자, 불로초, 바둑판, 신선, 소나무",교육,label_json_mining
"상산사호, 동자, 불로초, 바둑판, 신선, 소나무",행사,label_json_mining
"상산사호, 동자, 불로초, 바둑판, 신선, 소나무",인물,label_json_mining
"봉황, 오동나무, 은일처사, 대나무, 구름타는신선",장식,label_json_mining
"봉황, 오동나무, 은일처사, 대나무, 구름타는신선",혼성,label_json_mining
IM,세화,label_json_mining
인물화,세화,label_json_mining
장군,세화,label_json_mining
장군,인물,label_json_mining
"효자, 향로, 괴석, 가옥",장식,label_json_mining
"효자, 향로, 괴석, 가옥",풍속,label_json_mining
"수양버들, 은일처사",인물,label_json_mining
"수양버들, 은일처사",장식,label_json_mining
"호렵, 기러기, 꿩",장식,label_json_mining
"호렵, 기러기, 꿩",풍속,label_json_mining
"다리, 소나무, 학자, 기암괴석",교육,label_json_mining
"다리, 소나무, 학자, 기암괴석",행사,label_json_mining
"다리, 소나무, 학자, 기암괴석",인물,label_json_mining
"백동자, 구름, 가옥, 닭",인물,label_json_mining
"백동자, 구름, 가옥, 닭",장식,label_json_mining
"학, 매화, 다리, 시인, 당나귀, 동자",장식,label_json_mining
"학, 매화, 다리, 시인, 당나귀, 동자",혼성,label_json_mining
"효자, 접부채, 학, 괴석, 동자",교육,label_json_mining
"효자, 접부채, 학, 괴석, 동자",장식,label_json_mining
"효자, 접부채, 학, 괴석, 동자",풍속,label_json_mining
"호렵, 사슴, 기러기",장식,label_json_mining
"호렵, 사슴, 기러기",풍속,label_json_mining
"은일처사, 나룻배, 소나무, 수양버들",인물,label_json_mining
"은일처사, 나룻배, 소나무, 수양버들",장식,label_json_mining
"상산사호, 바둑판, 기암괴석, 소나무",교육,label_json_mining
"상산사호, 바둑판, 기암괴석, 소나무",행사,label_json_mining
"상산사호, 바둑판, 기암괴석, 소나무",인물,label_json_mining
"가옥, 백동자, 오동나무, 구름, 매화, 괴석",인물,label_json_mining
"가옥, 백동자, 오동나무, 구름, 매화, 괴석",장식,label_json_mining
"잉어, 효자, 구름, 가옥, 괴석, 소나무",교육,label_json_mining
"잉어, 효자, 구름, 가옥, 괴석, 소나무",장식,label_json_mining
"잉어, 효자, 구름, 가옥, 괴석, 소나무",풍속,label_json_mining
"소, 은일처사, 동자, 수양버들, 소나무",교육,label_json_mining
"소, 은일처사, 동자, 수양버들, 소나무",행사,label_json_mining
"소, 은일처사, 동자, 수양버들, 소나무",인물,label_json_mining
"백동자, 구름, 가옥, 파초",인물,label_json_mining
"백동자, 구름, 가옥, 파초",장식,label_json_mining
"사각정자, 괴석, 국화, 동자, 수양버들, 새",장식,label_json_mining
"사각정자, 괴석, 국화, 동자, 수양버들, 새",풍속,label_json_mining
"사대부, 어사화",장식,label_json_mining
"사대부, 어사화",풍속,label_json_mining
"상산사호, 소나무, 바둑판, 달",인물,label_json_mining
"상산사호, 소나무, 바둑판, 달",장식,label_json_mining
충신,인물,label_json_mining
"호렵, 멧돼지",장식,label_json_mining
"호렵, 멧돼지",풍속,label_json_mining
"백동자, 구름, 가옥, 괴석, 연꽃, 수양버들",인물,label_json_mining
"백동자, 구름, 가옥, 괴석, 연꽃, 수양버들",장식,label_json_mining
"가옥, 가마, 소나무, 구름",장식,label_json_mining
"가옥, 가마, 소나무, 구름",풍속,label_json_mining
"소나무, 시인, 동자, 가옥, 해",교육,label_json_mining
"소나무, 시인, 동자, 가옥, 해",행사,label_json_mining
"소나무, 시인, 동자, 가옥, 해",인물,label_json_mining
"가옥, 백동자, 괴석, 매화",인물,label_json_mining
"가옥, 백동자, 괴석, 매화",장식,label_json_mining
"효자, 모란, 괴석, 매화, 가옥",교육,label_json_mining
"효자, 모란, 괴석, 매화, 가옥",장식,label_json_mining
"효자, 모란, 괴석, 매화, 가옥",풍속,label_json_mining
"학자, 동자, 탁자, 기암괴석",교육,label_json_mining
"학자, 동자, 탁자, 기암괴석",행사,label_json_mining
"학자, 동자, 탁자, 기암괴석",인물,label_json_mining
"은일처사, 갈대, 수양버들, 봉황",인물,label_json_mining
"은일처사, 갈대, 수양버들, 봉황",장식,label_json_mining
"효자, 동자, 오동나무, 소나무, 괴석",교육,label_json_mining
"효자, 동자, 오동나무, 소나무, 괴석",장식,label_json_mining
"효자, 동자, 오동나무, 소나무, 괴석",풍속,label_json_mining
"수양버들, 소나무, 가옥",인물,label_json_mining
"수양버들, 소나무, 가옥",행사,label_json_mining
"호랑이, 신선, 동자, 영산홍, 모란",장식,label_json_mining
"호랑이, 신선, 동자, 영산홍, 모란",혼성,label_json_mining
"백동자, 구름, 가옥, 개",인물,label_json_mining
"백동자, 구름, 가옥, 개",장식,label_json_mining
"가옥, 백동자, 오동나무, 괴석",인물,label_json_mining
"가옥, 백동자, 오동나무, 괴석",장식,label_json_mining
"고승, 관념산수, 소나무, 동자",장식,label_json_mining
"고승, 관념산수, 소나무, 동자",풍속,label_json_mining
"월계화, 다리, 해, 학자, 가옥, 구름",교육,label_json_mining
"월계화, 다리, 해, 학자, 가옥, 구름",행사,label_json_mining
"월계화, 다리, 해, 학자, 가옥, 구름",인물,label_json_mining
"백동자, 구름, 가옥, 원숭이",인물,label_json_mining
"백동자, 구름, 가옥, 원숭이",장식,label_json_mining
"관념산수, 국화, 보병, 기암괴석",장식,label_json_mining
"관념산수, 국화, 보병, 기암괴석",풍속,label_json_mining
"사대부, 성곽, 나룻배",장식,label_json_mining
"사대부, 성곽, 나룻배",풍속,label_json_mining
"소, 동자",장식,label_json_mining
"소, 동자",풍속,label_json_mining
"가옥, 백동자, 닭, 괴석, 구름",인물,label_json_mining
"가옥, 백동자, 닭, 괴석, 구름",장식,label_json_mining
"학, 까치, 잉어, 국화, 동자, 파도, 어변성룡",장식,label_json_mining
"학, 까치, 잉어, 국화, 동자, 파도, 어변성룡",혼성,label_json_mining
"경직도, 소",그림,label_json_mining
"경직도, 소",풍속,label_json_mining
기암괴석,인물,label_json_mining
"경직도, 소",장식,label_json_mining
"소나무, 시인, 동자, 패랭이, 기암괴석",교육,label_json_mining
"소나무, 시인, 동자, 패랭이, 기암괴석",행사,label_json_mining
"소나무, 시인, 동자, 패랭이, 기암괴석",인물,label_json_mining
"학, 매화, 학자, 탁자, 동자",교육,label_json_mining
"학, 매화, 학자, 탁자, 동자",행사,label_json_mining
"학, 매화, 학자, 탁자, 동자",인물,label_json_mining
원경으로 큰 산이 있고 그 앞에는 많은 들과 그 사이에 두 그루의 큰 나무가 있다.,경직도에서 묘사된 일꾼들은 농촌 공동체의 협력과 근면성을 상징하며,label_json_mining
원경으로 큰 산이 있고 그 앞에는 많은 들과 그 사이에 두 그루의 큰 나무가 있다.,산과 자연형 배경은 삶의 터전이자 끈질긴 생명력을 드러내는 동시에 인간과 자연의 조화를 상징한다.,label_json_mining
"수양버들, 소나무, 해, 봉황",인물,label_json_mining
"수양버들, 소나무, 해, 봉황",행사,label_json_mining
상단에 봉황은 해 옆으로 날고 오른편에는 기암괴석이 층층이 쌓인 듯한 역동적인 형태를 이룬다.,봉황은 고귀함과 영원한 번영을 상징하며,label_json_mining
상단에 봉황은 해 옆으로 날고 오른편에는 기암괴석이 층층이 쌓인 듯한 역동적인 형태를 이룬다.,소나무는 곧은 절개와 장수를,label_json_mining
상단에 봉황은 해 옆으로 날고 오른편에는 기암괴석이 층층이 쌓인 듯한 역동적인 형태를 이룬다.,이 모든 요소들이 어우러져 길상과 평안을 기원하는 마음을 담고 있다.,label_json_mining
상단에 봉황은 해 옆으로 날고 오른편에는 기암괴석이 층층이 쌓인 듯한 역동적인 형태를 이룬다.,작품에 등장하는 수양버들은 유연한 생명력과 온화함을,label_json_mining
상단에 봉황은 해 옆으로 날고 오른편에는 기암괴석이 층층이 쌓인 듯한 역동적인 형태를 이룬다.,해는 새로운 시작과 희망을,label_json_mining
"해, 구름, 국화, 은일처사, 붕어",장식,label_json_mining
"해, 구름, 국화, 은일처사, 붕어",혼성,label_json_mining
"가옥, 백동자, 구름, 괴석, 원숭이",인물,label_json_mining
"가옥, 백동자, 구름, 괴석, 원숭이",장식,label_json_mining
"경직도, 사당",장식,label_json_mining
"경직도, 사당",풍속,label_json_mining
"사대부, 달",장식,label_json_mining
"사대부, 달",풍속,label_json_mining
"백동자, 구름, 가옥, 괴석, 매화",인물,label_json_mining
"백동자, 구름, 가옥, 괴석, 매화",장식,label_json_mining
"관념산수, 구운몽, 가옥",장식,label_json_mining
"관념산수, 구운몽, 가옥",풍속,label_json_mining
"가옥, 백동자, 구름, 괴석, 잠자리",인물,label_json_mining
"가옥, 백동자, 구름, 괴석, 잠자리",장식,label_json_mining
"고승, 관념산수, 소나무, 산사나무, 동자",장식,label_json_mining
"고승, 관념산수, 소나무, 산사나무, 동자",풍속,label_json_mining
KY,장식,label_json_mining
KY,풍속,label_json_mining
"가지, 대나무, 공작깃털, 책갑, 수복접시",장식,label_json_mining
"가지, 대나무, 공작깃털, 책갑, 수복접시",풍속,label_json_mining
기용화,장식,label_json_mining
기용화,풍속,label_json_mining
"모란, 책갑, 불수감, 주합, 수승",장식,label_json_mining
"모란, 책갑, 불수감, 주합, 수승",풍속,label_json_mining
"책갑, 연꽃, 필통, 붓",장식,label_json_mining
"책갑, 연꽃, 필통, 붓",풍속,label_json_mining
"모란, 사슴, 산호, 책갑, 탁자",장식,label_json_mining
"모란, 사슴, 산호, 책갑, 탁자",풍속,label_json_mining
"복숭아, 붓, 두루마리, 서안, 거문고",장식,label_json_mining
"복숭아, 붓, 두루마리, 서안, 거문고",풍속,label_json_mining
"공작깃털, 불수감, 매화, 붓, 두루마리, 괴석, 탁자",장식,label_json_mining
"공작깃털, 불수감, 매화, 붓, 두루마리, 괴석, 탁자",풍속,label_json_mining
"수박, 호리병, 책갑, 작약",장식,label_json_mining
"수박, 호리병, 책갑, 작약",풍속,label_json_mining
"책갑, 모란, 감, 탁자, 두루마리, 괴석",장식,label_json_mining
"책갑, 모란, 감, 탁자, 두루마리, 괴석",풍속,label_json_mining
"책갑, 술병, 찻잔, 향로",장식,label_json_mining
"책갑, 술병, 찻잔, 향로",풍속,label_json_mining
"잉어, 연꽃, 책갑, 게, 유자, 복숭아",장식,label_json_mining
"잉어, 연꽃, 책갑, 게, 유자, 복숭아",풍속,label_json_mining
"책갑, 목련, 해태, 주전자, 배, 총, 찻잔",장식,label_json_mining
"책갑, 목련, 해태, 주전자, 배, 총, 찻잔",풍속,label_json_mining
"가지, 술병, 석류, 호피, 갓",장식,label_json_mining
"가지, 술병, 석류, 호피, 갓",풍속,label_json_mining
"책갑, 복숭아",장식,label_json_mining
"책갑, 복숭아",풍속,label_json_mining
"책갑, 석류",장식,label_json_mining
"책갑, 석류",풍속,label_json_mining
"보병, 두루마리, 책갑, 소나무, 포도, 주전자",장식,label_json_mining
"보병, 두루마리, 책갑, 소나무, 포도, 주전자",풍속,label_json_mining
"자명종, 책갑, 술잔, 술병, 국화, 개",장식,label_json_mining
"자명종, 책갑, 술잔, 술병, 국화, 개",풍속,label_json_mining
"포도, 책갑, 바둑판, 주전자, 화로",장식,label_json_mining
"포도, 책갑, 바둑판, 주전자, 화로",풍속,label_json_mining
"수박, 호리병, 책갑, 탁자, 장미",장식,label_json_mining
"수박, 호리병, 책갑, 탁자, 장미",풍속,label_json_mining
"책갑, 물고기, 두루마리, 꽃",장식,label_json_mining
"책갑, 물고기, 두루마리, 꽃",풍속,label_json_mining
"국화, 책갑, 심장, 보병, 붓, 수박",장식,label_json_mining
"국화, 책갑, 심장, 보병, 붓, 수박",풍속,label_json_mining
"보병, 모란, 석류, 유자",장식,label_json_mining
"보병, 모란, 석류, 유자",풍속,label_json_mining
"보병, 연꽃, 모란, 불로초, 감",장식,label_json_mining
"보병, 연꽃, 모란, 불로초, 감",풍속,label_json_mining
"모란, 필통, 책갑, 두루마리, 곰방대, 사방탁자",장식,label_json_mining
"모란, 필통, 책갑, 두루마리, 곰방대, 사방탁자",풍속,label_json_mining
"연꽃, 총채, 술병, 술잔, 책갑, 옥패식",장식,label_json_mining
"연꽃, 총채, 술병, 술잔, 책갑, 옥패식",풍속,label_json_mining
"두루마리, 붓, 벼루, 먹, 오이, 목련, 통, 문진",장식,label_json_mining
"두루마리, 붓, 벼루, 먹, 오이, 목련, 통, 문진",풍속,label_json_mining
"문갑, 산호, 두루마리, 술병, 술잔, 안경, 붓",장식,label_json_mining
"문갑, 산호, 두루마리, 술병, 술잔, 안경, 붓",풍속,label_json_mining
"수박, 먹, 벼루, 방구부채, 두루마리, 안경, 책갑, 문갑, 패랭이, 옥패식",장식,label_json_mining
